資料比對,分機號碼,線組編號,使用單位,裝機位置,分機種類,副機數量,G450 Port,對應DID號碼,拆遷記錄,備註
●,3508,甲舍 - 55,A23,甲舍208,甲機,0,002V614,8051289,,二級主管值日官室，可撥國內長途
●,2225,甲舍 - 56,A23,甲舍一樓服務台、甲舍管理室、一舍102室,甲機,2,002V506,0,91.12.24遷；92.04.17遷,
●,3706,甲舍 - 58,A23,甲舍406,甲機,0,003V218,0,,
●,3708,甲舍 - 59,A23,甲舍408/E李慶超-3708與0922136137同震鈴,甲機,0,003V220,0,1020227修改8033976為指定轉接--E要求轉至0922136137,1010905加專線8033976
●,3501,甲舍 - 6,A23,甲舍201,甲機,0,002V609,0,,
●,3710,甲舍 - 60,A23,甲舍410,甲機,0,003V222,0,,
●,3713,甲舍 - 61,A23,甲舍413,甲機,0,003V301,0,,
●,3505,甲舍 - 62,A23,甲舍205,甲機,0,002V611,0,,
●,3616,甲舍 - 63,A23,甲舍316,甲機,0,003V212,0,94.11.11裝,
●,3718,甲舍 - 64,A23,甲舍418,乙機,0,003V306,0,,
●,3717,甲舍 - 65,A23,甲舍417,甲機,0,003V305,0,,
●,3704,甲舍 - 66,A23,甲舍404,甲機,0,003V216,0,,
●,3711,甲舍 - 67,A23,甲舍411,甲機,0,003V223,0,,
●,3504,甲舍 - 68,A23,甲舍204、202,甲機,1,002V610,0,92.05.08新裝；92.09.23增副,
●,3516,甲舍 - 69,A23,甲舍216,乙機,0,002V618,0,,
●,3549,甲舍 - 76,A23,甲舍2樓VIP餐廳,甲機,2,002V620,0,95.01.18遷；95.01.26增副2部,
●,3611,甲舍 - 77,A23,甲舍貴賓室宴客廳,甲機,0,003V208,0,92.10.31新裝,
●,3705,甲舍 - 8,A23,甲舍210/Y1/Y9值班室,甲機,0,003V217,0,92.02.28可撥國內長途；92.06.02取消,
●,2226,甲舍 - 81,A23,明邦廳櫃台、中餐室外庫房、備餐室,甲機,2,002V507,0,92.10.31增副；94.02.24更甲；96.08.24增副；97.07.14遷,
●,3509,甲舍 - 9,A23,甲舍209室,甲機,0,003V516,0,91.08.01新裝；92.06.06遷,
●,2229,甲舍 - 90,A23,甲舍會客室,甲機,0,002V508,0,91.12.24拆,
●,5499,甲舍 - 91,A23,明邦廳,甲機,0,003V320,0,95.10.27裝；95.1128改號,FAX
●,2233,甲舍 - 94,A23,三舍一、二、三、四樓,乙機,3,002V509,0,,
●,6226,甲舍 - 99,A23,明邦廳櫃台、備餐室、室外倉庫,甲機,2,003V409,0,97.07.14增副,
,2052,,,,甲機,0,002V505,0,廠慶專用號碼,
,2098,,控,甲舍206室；前一級主管值班室(改不值班),乙機,0,002V502,0,92.06.02遷,值日官室
,2132,,T28,二行一樓西側公程辦公室(臨時至1030531)/一行215/NGO維護休息室,乙機,0,006V708,0,103.03.12申1乙；103.02.05申拆；102.12.27申甲,
,2211,,W511,煉焦變電所,甲機,0,100V203,0,92.03.14更甲,
,2358,,W512,UDC值班股長,甲機,0,015V102,0,1021025新裝,
,2363,,W512,UDC值班股長,乙機,0,015V319,0,1021025新裝,
,2567,,中龍,二行六樓東南-101/08/22CHECK-V0李燕美,甲機,0,023V408,0,95.12.26；1010823拆DID-8051137及拆單機專線8068580,
,2884,,W564,動力二場四樓工作間,乙機,2,008V524,0,,
,3005,,,,,,,,,
,3013,,V11,二行6樓東北,甲機,0,010V701,0,92.01.07遷；98.05.26遷；98.10.06遷,
,3069,,W212,鐵路課南車待命室,甲機,0,020V412,0,1010406新裝,
,3185,,W132,造粒工場值班室,乙機,0,021V401,0,,
,3231,,,,乙機,0,008V519,0,,
,3245,,,,,,,,,
,3270,,T73,3540,甲機,2,023V219,0,93.06.08遷,T632室
,3333,,W11,#98碼頭,甲機,0,003V410,0,,W11碼頭專線
,3344,,A23,"單身宿舍216、A+B,B+C走道",乙機,2,007V616,0,,
,3421,,W421,#11倉庫旁辦公室後控制室,乙機,0,011V307,0,,
,3487,,C0保留,一行315,甲機,0,015V105,0,91.07.11新裝,反傾銷案
,3518,,A23,甲舍218,乙機,0,015V424,0,,
,3557,,A24,診療所二樓、櫃檯,甲機,2,005V319,0,,體檢室
,3607,,A23,甲舍307,甲機,0,003V205,0,,
,3618,,A23,甲舍318,乙機,0,021V607,0,,
,3719,,Y63,四舍121室,乙機,0,009V508,0,91.10.11新裝；92.01拆；92.11.11新裝,
,3800,,A23,明邦廳庫房,甲機,0,011V324,0,103.07.10申甲,
,3806,,V43,二行六樓西北,甲機,1,007V608,0,71.04.12增副；96.02.26拆控；97.09.08新裝,原F3A；
,3838,,A23,明邦廳辦公室,甲機,0,015V106,0,103.07.10申甲,
,3854,,C342,07庫前辦公室,甲機,1,020V323,0,91.01.05,
,3969,,V12,二行六樓西北,甲機,0,007V609,0,92.01.29增副；94.02.25；1020403自V33移給V12,
,3977,,中碳,煤焦油工廠（廠長室）,甲機,0,011V110,0,,
,5115,,A22,第三宿舍東面菩提樹下（零股身份）,乙機,0,015V113,0,,無線電話機
,5116,,A22,第三宿舍東面菩提樹下,乙機,0,017V116,0,,無線電話機
,5153,,W53,,甲機,0,006V417,8051544,93.06.08裝,8051544 遠端遙控自動讀表系統
,5165,,T644,W53活性污泥實驗室,乙機,0,009V111,0,93.05.27裝,
,5237,,W367,S7擴建現場E412-E427,乙機,0,006V418,0,94.04.13；96.05.21拆控；96.09.07新裝,原V55
,5270,,W369,SCC45新維護區、扁鋼胚4、5連�鷛|議室,甲機,1,017V118,0,94.08.18新裝；94.11.03增副,
,5271,,W369,,乙機,0,018V318,0,,
,5294,,W214,三、四階CDQ,甲機,1,015V301,0,94.09.16新裝,
,5351,,A22,PRI→台北,乙機,0,020V409,0,94.10.24,PRI→台北
,5352,,A22,PRI→台北,乙機,0,021V521,0,94.10.24,PRI→台北
,5353,,A22,PRI→台北,乙機,0,022V705,0,94.10.24,PRI→台北
,5354,,A22,PRI→台北,乙機,0,023V815,0,94.10.24,PRI→台北
,5355,,A22,PRI→台北,乙機,0,024V314,0,94.10.24,PRI→台北
,5356,,A22,PRI→台北,乙機,0,002V311,0,94.10.24,PRI→台北
,5357,,A22,PRI→台北,乙機,0,003V619,0,94.10.24,PRI→台北
,5358,,A22,PRI→台北,乙機,0,006V420,0,94.10.24,PRI→台北
,5359,,A22,PRI→中龍,乙機,0,007V705,0,94.10.24,PRI→中龍
,5360,,A22,PRI→中龍,乙機,0,009V519,0,94.10.24,PRI→中龍
,5364,,A22,PRI→中龍,乙機,0,011V701,0,94.10.24,PRI→中龍
,5365,,A22,PRI→中龍,乙機,0,013V311,0,94.10.24,PRI→中龍
,5366,,A22,PRI→中龍,乙機,0,017V105,0,94.10.24,PRI→中龍
,5367,,A22,PRI→中龍,乙機,0,015V117,0,94.10.24,PRI→中龍
,5368,,A22,PRI→中龍,乙機,0,017V120,0,94.10.24,PRI→中龍
,5369,,A22,PRI→中龍,乙機,0,018V320,0,94.10.24,PRI→中龍
,5500,,住金,二行409--CHECK有否使用,甲機,1,006V421,0,97.03.14新裝,
,5558,,住金,二行四樓東南、413--check有否使用,甲機,0,015V118,0,98.06.15新裝；98.10.06遷；100.01.10遷移,
,5666,,,,乙機,0,003V621,0,,
,5678,,,,乙機,0,006V422,0,,
,5750,,W212,鋼渣車待命室,甲機,0,021V524,0,1010406新裝,
,5765,,A2,二行3F/303室/會議電話/八爪魚話機,甲機,0,007V613,0,100.03.15新裝;原H2  自1010719改由A22,可撥長途
,5799,,W513,第三冷軋/W513機房故障診斷連線使用,甲機,0,007V709,0,,
,5800,,W513,第三冷軋/W513機房故障診斷連線使用,甲機,0,009V523,0,,
,5959,,,,乙機,0,013V316,0,,
●,5969,,越住金,VOIP用/CSC→CSVC胡志明市辦事處,甲機,0,019V708,0,102.04.10新裝,VOIP/F3陳俊良申請
,5971,,F331,原測試用ip phone分機7789 (F33黃志宏用),甲機,0,018V401,0,1020509-原測試用IP phone分機#7789更為本分機5971,
,5998,,,,未分類,0,021V603,0,,
,5999,,,,,,,,,
,6001,,A22,一行電梯,乙機,0,022V711,0,92.09.08新裝,一行電梯─安管、總機
,6003,,A22,聲控總機,甲機,0,,0,,聲控總機
,6004,,A22,聲控總機,甲機,0,,0,,聲控總機
,6005,,A22,聲控總機,甲機,0,002V317,0,,聲控總機
,6006,,A22,聲控總機,甲機,0,,0,,聲控總機
,6007,,A22,聲控總機,甲機,0,,0,,聲控總機
,6060,,A22,以聲控自動查詢分機號碼/聲控總機代表號,甲機,0,,0,,聲控總機代表號
,6078,,W511,高爐氣槽外部電梯內(緊急電話),乙機,0,003V405,0,105.07.20申乙；,
,6079,,A22,聲控總機,甲機,0,013V317,0,,聲控總機
,6206,,W262,#4 SP會議室、燒結辦公室（機械）,乙機,2,011V507,0,,
,6227,,A22,聲控總機,甲機,0,015V123,0,,聲控總機
,6228,,A22,聲控總機,甲機,0,022V611,0,,聲控總機
,6280,,W121,鋼渣區待命室,乙機,0,017V202,0,105.12.05申乙(無副)；,
,6383,,,,甲機,0,020V523,0,,
,6384,,,,甲機,0,020V524,0,,
,6385,,,,甲機,0,020V421,0,,
●,6429,,W511,四階熱軋變電所,乙機,0,020V208,0,,
,6493,,W532,#1CRM；第二冷軋水場,甲機,1,021V604,0,94.09.23增副,MODEN
,6511,,,,甲機,0,012V112,0,,
,6516,,,,甲機,0,012V117,0,,
,6523,,,,甲機,0,012V124,0,,
,6525,,,,甲機,0,012V202,0,,
,6531,,,,甲機,0,012V208,0,,
,6586,,W269,W26新建大樓4樓,甲機,0,106V410,0,,
,6600,,,,,,002V402,0,,
,6604,,,,乙機,0,002V406,0,,
,6666,,,,乙機,0,008V420,0,,
,6667,,,,乙機,0,008V422,0,,
,6668,,,,乙機,0,008V501,0,,
,6722,,,,乙機,0,009V206,0,,
,6771,530A - 185,W4S1,W4大樓105室 副組長,甲機,0,011V718,0,,
,6772,E2 - 242,W423,09庫W423 PHASE B 檢驗室,甲機,0,011V719,0,,
,6773,230A2 - 128,Y6T3,二行五樓Y6維護電腦室,乙機,0,011V720,0,,
,6774,,,,乙機,0,011V721,0,,
,6775,230E1 - 64,Y561,Y561 ARP辦公室2F,甲機,1,011V722,0,,
,6776,230E1 - 73,Y561,Y561 ARP辦公室2F,甲機,2,011V723,0,,
,6777,,,,乙機,0,011V724,0,,
,6778,,,,乙機,0,,0,,原015V203 暫時改借6801用      114.02.19
,6779,,,,乙機,0,,0,,原015V204 暫時改借2895用      114.02.21
,6780,430D - 38,Y65,Y65三樓辦公室,乙機,0,003V123,0,,
,6781,230A2 - 4,T74,二行四樓408、409,甲機,0,015V206,0,114.03.12新增,
,6782,230A2 - 135,Y9,二行5樓Y9辦公室A區,甲機,0,015V207,0,,
,6783,530C - 199,Y6P0,W6/Y6大樓2F 211辦公室,甲機,1,015V208,0,114.03.19新增,
,6784,530C - 200,Y6P0,W6/Y6大樓2F 211辦公室,甲機,1,015V209,0,114.03.19新增,
,6785,220G1 - 49,T750,T1研究大樓327室(327-1橙),甲機,0,015V210,0,114.03.25新增,
,6786,,,,乙機,0,015V211,0,,
,6787,,,,乙機,0,015V212,0,,
,6788,,,,乙機,0,015V213,0,,
,6789,230E1 - 67,Y561,Y561 ARP辦公室2F,甲機,0,015V214,0,,傳真機使用
,6790,220J1 - 68,W232,NO.2高爐2F日班值勤室,乙機,0,015V215,0,,
,6791,,,,乙機,0,015V216,0,,
,6792,,,,乙機,0,015V217,0,,
,6793,,,,乙機,0,015V218,0,,
,6794,,,,乙機,0,015V219,0,,
,6795,,,,乙機,0,015V220,0,,
,6796,,,,乙機,0,002V119,0,,
,6797,,,,乙機,0,015V222,0,,
,6798,,,,乙機,0,015V223,0,,
,6799,,,,乙機,0,015V224,0,,
,6801,230E1-221,H24,Y5大樓104辦公室,甲機,0,015V203,0,,原為016V322  114.02.19 故障借用6778線路
,6802,,W5,能源調度中心一樓,甲機,0,022V712,0,,緊急指揮中心
,6803,,W5,能源調度中心一樓,甲機,0,023V822,0,,緊急指揮中心
,6804,,W5,能源調度中心一樓,甲機,0,024V321,0,,緊急指揮中心
,6805,,W5,能源調度中心一樓,甲機,0,002V318,0,,緊急指揮中心
,6806,,W5,能源調度中心一樓,甲機,0,006V503,0,,緊急指揮中心
,6807,,W5,能源調度中心一樓,甲機,0,007V712,0,,緊急指揮中心
,6808,,W5,能源調度中心一樓,甲機,0,009V602,0,,緊急指揮中心
,6809,,W5,能源調度中心一樓,甲機,0,011V708,0,,緊急指揮中心
,6814,,W5,能源調度中心一樓,甲機,0,015V124,0,,緊急指揮中心
,6815,,W5,能源調度中心一樓,甲機,0,017V203,0,,緊急指揮中心
,6816,,W5,能源調度中心一樓,甲機,0,018V403,0,,緊急指揮中心
,6817,,W5,能源調度中心一樓,甲機,0,020V417,0,,緊急指揮中心
,6818,,W5,能源調度中心一樓,甲機,0,021V605,0,,緊急指揮中心
,6918,,W512,高爐氣儲槽指揮室,乙機,0,010V305,0,,
,6922,,W5,能源調度中心一樓（W5）,甲機,0,,0,,1030919-更數位話機-緊急指揮中心
,6924,,,,甲機,0,022V612,0,,
,6932,,W132,南門資源前處理站,乙機,0,002V319,0,,
,6960,,A22,自動總機,甲機,0,006V504,0,,自動總機
,6961,,A22,自動總機,甲機,0,007V713,0,,自動總機
,6962,,A22,自動總機,甲機,0,009V603,0,,自動總機
,6963,,A22,自動總機,甲機,0,011V709,0,,自動總機
,6964,,A22,自動總機,甲機,0,013V319,0,,自動總機
,6965,,A22,自動總機,甲機,0,015V201,0,,自動總機
,6966,,A22,自動總機,甲機,0,102V212,0,,自動總機
,6967,,A22,自動總機,甲機,0,102V201,0,,自動總機
,6968,,A22,自動總機,甲機,0,101V319,0,,自動總機
,6969,,A22,自動總機,甲機,0,021V606,0,,自動總機
,6974,,A22,自動總機,甲機,0,023V824,0,,自動總機
,6976,,A22,自動總機,甲機,0,024V323,0,,自動總機
,6977,,A22,自動總機,甲機,0,002V320,0,,自動總機
,6978,,A22,自動總機,甲機,0,006V505,0,,自動總機
,6979,,A22,自動總機,甲機,0,007V714,0,,自動總機
,6980,,A22,自動總機,甲機,0,009V604,0,,自動總機
,6981,,A22,自動總機,甲機,0,011V710,0,,自動總機
,6982,,A22,自動總機,甲機,0,013V320,0,,自動總機
,6983,,A22,自動總機,甲機,0,015V202,0,,自動總機
,6997,,,,甲機,0,003V607,0,,傳真機  8051271
,6998,,W513,一行206,乙機,0,018V405,8051298,,MODEN 8051298
,6999,,W513,一行206,乙機,0,020V419,0,,MODEN
,8051,,,,未分類,0,,0,,
,9191,,AAA,一行209室,未分類,0,,0,,test
,9199,,AAA,一行209室,未分類,0,,0,,
,,,,,,,,,,
,29104,,副樓,,甲機,數位,8V302,,,
,29206,,副樓,,甲機,數位,8V304,,,
,29312,,副樓,,甲機,數位,8V305,,,
,29313,,副樓,,甲機,數位,8V306,,,
,29314,,副樓,,甲機,數位,8V307,,,
,29401,,副樓,,甲機,數位,8V308,,,
,29101,,副樓,,甲機,類比,9V201,,,
,29201,,副樓,,甲機,類比,9V202,,,
,29202,,副樓,,甲機,類比,9V203,,,
,29203,,副樓,,甲機,類比,9V204,,,
,29204,,副樓,,甲機,類比,9V205,,,
,29205,,副樓,,甲機,類比,9V206,,,
,29301,,副樓,,甲機,類比,9V207,,,
,29302,,副樓,,甲機,類比,9V208,,,
,29303,,副樓,,甲機,類比,9V209,,,
,29304,,副樓,,甲機,類比,9V210,,,
,29305,,副樓,,甲機,類比,9V211,,,
,29306,,副樓,,甲機,類比,9V212,,,
,29307,,副樓,,甲機,類比,9V213,,,
,29308,,副樓,,甲機,類比,9V214,,,
,29310,,副樓,,甲機,類比,9V216,,,
,29311,,副樓,,甲機,類比,9V217,,,
,4444,,副樓,,甲機,類比,9V218,,,test
,29315,,副樓,,甲機,類比,9V219,,,
,29102,,副樓,,甲機,類比,9V220,,,
,29402,,副樓,,甲機,類比,9V221,,,
,29103,,副樓,,甲機,類比,9V222,,,
,25209,,副樓,,甲機,類比,9V319,,,
,29316,,副樓,,甲機,類比,9V320,,,
,29309,,副樓,,甲機,類比,9V321,,,
,22857,,,23F樓管,,,1V502,3371111,,總機台
,27191,,,1F圓形櫃台,,,1V503,3371111,,總機台
,27193,,,1F長方形櫃台,,,1V504,3371111,,總機台
,27198,,,B1F控制室,,,1V505,3371111,,總機台
,38888,,,中運總機台,,,1V506,,,總機台
,4402,,,語音辨識,CallrID,,1V402,,,
,4403,,,語音辨識,CallrID,,1V403,,,
,4404,,,語音辨識,CallrID,,1V404,,,
,4405,,,語音辨識,CallrID,,1V405,,,
,4406,,,語音辨識,,,1V406,,,
,4407,,,語音辨識,,,1V407,,,
,4408,,,語音辨識,,,1V408,,,
,4409,,,語音辨識,,,1V409,,,
,27217,,,28F,,類比,1V410,,,
,27194,,,警衛亭,,類比,1V411,,,
,29999,,,17F機房,,類比,1V412,,,
,23589,,,兆豐,,類比,1V413,,,
,26989,,,兆豐,,類比,1V414,,,
,4445,,,測試電話,CallrID,類比,1V417,,,
,27273,,,東京三菱銀行,CallrID,類比,1V418,,,
,27274,,,東京三菱銀行,CallrID,類比,1V420,,,
,22227,,,郵局,,類比,,,,
,25388,,,董事長會議室,,類比,2V401,3371651,,Sound Station 2
,25789,,,1502會議室,,類比,2V402,331179,,Sound Station 2
,39201,,CSCC,,,,4V423,,,
,39202,,CSCC,,,,4V424,,,
,5372660,,,中鋼總經理,,,1V601,,,專線
,5372680,,,中鋼董事長,,,1V602,,,專線
,5372650,,,執行副總,,,1V603,,,專線
,5350100,,,中冠董事長,,,1V604,,,專線
,3387004,,,23樓管總經理,,,1V605,,,專線
,5350131,,,中冠總經理,,,1V606,,,專線
,,,,,,,1V607,,,
,5371080,74-27-(42),鋼友,,,,1V608,,,
,5371203,74-27-(27),鋼友,,,,1V701,,,
,5371202,74-27-(96),鋼友,,,,1V702,,,
,5373301,74-28-(34),F12,,,,1V703,,,0800專線-股務專線
,5373021,74-28-(72),F12,,,,1V704,,,0800專線-股務專線
,5371078,74-27-(09),鋼友,,,,1V705,,,
,5371093,74-27-(56),鋼友,,,,1V706,,,
,,,,,,,1V707,,,
,,,,,,,1V708,,,
,,,,,,,1V801,,,
,,,,,,,1V802,,,
,,,,,,,1V803,,,
,,,,,,,1V804,,,
,,,,,,,1V805,,,
,,,,,,,1V806,,,
,,,,,,,1V807,,,
,,,,,,,1V808,,,
,,,,,,,2V501,,,
,,,,,,,2V502,,,
,,,,,,,2V503,,,
,,,,,,,2V504,,,
,,,,,,,2V505,,,
,,,,,,,2V506,,,
,,,,,,,2V507,,,
,,,,,,,2V508,,,
,,,,,,,2V601,,,
,,,,,,,2V602,,,
,,,,,,,2V603,,,
,,,,,,,2V604,,,
,,,,,,,2V605,,,
,,,,,,,2V606,,,
,,,,,,,2V607,,,
,,,,,,,2V608,,,
,,,,,,,2V701,,,
,,,,,,,2V702,,,
,,,,,,,2V703,,,
,,,,,,,2V704,,,
,,,,,,,2V705,,,
,,,,,,,2V706,,,
,,,,,,,2V707,,,
,,,,,,,2V708,,,
,,,,,,,2V801,,,
,,,,,,,2V802,,,
,,,,,,,2V803,,,
,,,,,,,2V804,,,
,,,,,,,2V805,,,
,,,,,,,2V806,,,
,,,,,,,2V807,,,
,,,,,,,2V808,,,
,3383515,,中碳,,,,4V501,,,代表號
,5356283,,中碳,,,,4V502,,,子號
,5356282,,中碳,,,,4V503,,,子號
,3383510,,中碳,,,,4V504,,,子號
,,,,,,,4V505,,,
,,,,,,,4V506,,,
,,,,,,,4V507,,,
,3385640,,中碳,,,,4V508,,,子號
,5350024,,中碳,,,,4V601,,,子號
,5350048,,中碳,,,,4V602,,,子號
,5356285,,中碳,,,,4V603,,,子號
,5350049,,中碳,,,,4V604,,,子號
,5350070,,中碳,,,,4V605,,,子號
,5356284,,中碳,,,,4V606,,,子號
,5356280,,中碳,,,,4V607,,,子號
,5356281,,中碳,,,,4V608,,,子號
,3386392,,中碳,,,,4V701,,,子號
,3389840,,中碳,,,,4V702,,,子號
,3386471,,中碳,總經理,,,4V703,,,
,5370968,,中碳,董事長,,,4V704,,,
,3385639,,中碳,,,,4V705,,,子號
,3385637,,中碳,,,,4V706,,,子號
,3385638,,中碳,,,,4V707,,,子號
,5372211,,中龍,,,,4V708,,,代表號
,5364671,,中龍,,,,4V801,,,子代表號
,5367049,,中龍,,,,4V802,,,子代表號
,,,,,,,4V803,,,
,,,,,,,4V804,,,
,,,,,,,4V805,,,
,,,,,,,4V806,,,
,5367901,,中宇,董事長,,,4V807,,,"31008
Pers(57)"
,5368156,,中宇,總經理,,,4V808,,,"31009
Pers(58)"
,3336138,74-28-(36),中宇,,,,6V201,,,中宇代表號
,3336131,74-28-(68),中宇,,,,6V202,,,中宇子代表號
,3336110,74-28-(95),中宇,,,,6V203,,,中宇子代表號
,3336125,74-28-(24),中宇,,,,6V204,,,中宇子代表號
,3336103,74-28-(64),中宇,,,,6V205,,,中宇子代表號
,3336112,74-28-(99),中宇,,,,6V206,,,中宇子代表號
,3390571,,中宇,總經理,,,5V407,,,"31002
Pers(7)"
,3390575,,中宇,副總經理,,,5V408,,,"31003
Pers(8)"
,,,中宇,,,,5V501,,,節費
,,,中宇,,,,5V502,,,節費
,,,中宇,,,,5V503,,,節費
,,,中宇,,,,5V504,,,節費
,,,中宇,,,,5V505,,,節費
,,,中宇,,,,5V506,,,節費
,,,中宇,,,,5V507,,,節費
,,,中宇,,,,5V508,,,節費
,,,中宇,,,,6V301,,,中宇子代表號
,,,中宇,,,,6V302,,,中宇子代表號
,,,中宇,,,,6V303,,,中宇子代表號
,,,中宇,,,,6V304,,,中宇子代表號
,,,中宇,董事長,,,5V605,,,"31001
Pers(56)"
,,,,,,,5V606,,,
,3368377,,中聯,,,,5V607,,,代表號
,3368379,,中聯,,,,5V608,,,子代表號
,3368378,,中聯,,,,5V701,,,子代表號
,3368577,,中聯,,,,5V702,,,子代表號
,3394963,,中聯,,,,5V703,,,子代表號
,3394962,,中聯,,,,5V704,,,子代表號
,3308863,,中聯,,,,5V705,,,子代表號
,,,,,,,5V706,,,
,,,,,,,5V707,,,
,,,,,,,5V708,,,
,,,中運,,,,5V801,,,節費
,,,中運,,,,5V802,,,節費
,,,中運,,,,5V803,,,節費
,,,中運,,,,5V804,,,節費
,,,中運,,,,5V805,,,節費
,,,中運,,,,5V806,,,節費
,,,中運,,,,5V807,,,節費
,,,中運,,,,5V808,,,節費
,3382288,,中盈,,,,6V401,,,代表號
,3382281,,中盈,,,,6V402,,,子代表號
,3388357,,中盈,,,,6V403,,,子代表號
,3387109,,中盈,,,,6V404,,,子代表號
,3388356,,中盈,,,,6V405,,,子代表號
,,,,,,,6V406,,,
,3387107,,中盈,董事長專線,,,6V407,,,
,3387108,,中盈,總經理專線,,,6V408,,,
,3387101,,中盈,副總專線,,,6V501,,,
,3387106,,中盈,,,,6V502,,,子代表號
,3382209,,中盈,,,,6V503,,,子代表號
,3382700,,中盈,,,,6V504,,,子代表號
,3382282,,中盈,,,,6V505,,,子代表號
,,,,,,,6V506,,,
,,,,,,,6V507,,,
,,,,,,,6V508,,,
,5362500,,中欣,,,,6V601,,,代表號
,5362504,,中欣,,,,6V602,,,子代表號
,5362503,,中欣,,,,6V603,,,子代表號
,5362502,,中欣,,,,6V604,,,子代表號
,5362501,,中欣,,,,6V605,,,子代表號
,5362418,,中欣,董事長專線,,,6V606,,,
,5362426,,中欣,總經理專線,,,6V607,,,
,5362419,,中欣,副總經理專線,,,6V608,,,
,5365605,,中貿,,9F-專線,,6V701,,,"33263
per(14)"
,5379357,,中貿,,9F-專線,,6V702,,,"33266
Pers(15)"
,5365603,,中貿,,9F-專線,,6V703,,,"33214
Pers(16)"
,3365640,,中貿,,9F-專線,,6V704,,,"33167
Pers(17)"
,5365613,,中貿,,9F-專線,,6V705,,,"33225
Pers(18)"
,3389168,,中貿,,9F-專線,,6V706,,,"33223
Pers(19)"
,,,,,,,6V707,,,
,3368772,,中貿,,9F-專線,,6V708,,,"33121
Pers(21)"
,3350211,,中貿,,9F-專線,,6V801,,,"33183
Pers(20)"
,5365650,,中貿,,9F-專線,,6V802,,,"33154
Pers(23)"
,3365628,,中貿,,9F-專線,,6V803,,,"33152
Pers(24)"
,,,中貿,,,,6V804,,,
,3365601,,中貿,,9F-專線,,6V805,,,"33212
Pers(26)"
,5365651,,中貿,,10F-專線,,6V806,,,"33805
Pers(27)"
,,,中貿,,,,6V807,,,
,3366323,,中貿,,10F-專線,,6V808,,,"33144
Pers(29)"
,3365584,,中貿,,10F-專線,,7V401,,,"33231
Pers(30)"
,,,,,,,7V402,,,
,,,,,,,7V403,,,
,3385890,,中貿,,10F-專線,,7V404,,,"33133
Pers(33)"
,3366311,,中貿,,10F-專線,,7V405,,,"33211
Pers(34)"
,3385900,,中貿,,10F-專線,,7V406,,,"33233
Pers(35)"
,5377885,,中貿,,10F-專線,,7V407,,,"33136
Pers(36)"
,5365611,,中貿,,10F-專線,,7V408,,,"33123
Pers(37)"
,3381168,,中貿,,10F-專線,,7V501,,,"33803
Pers(38)"
,3366465,,中貿,,10F-專線,,7V502,,,"33131
Pers(39)"
,5365609,,中貿,,10F-專線,,7V503,,,"33135
Pers(40)"
,,,,,,,7V504,,,
,,,,,,,7V505,,,
,3366592,,中貿,,10F-專線,,7V506,,,"33321
Pers(43)"
,3357168,,中貿,,10F-專線,,7V507,,,"33800
Pers(44)"
,3310168,,中貿,,10F-專線,,7V508,,,"33801
Pers(45)"
,3366329,,中貿,,10F-專線,,7V601,,,"33311
Pers(46)"
,3366448,,中貿,,10F-專線,,7V602,,,"33611
Pers(47)"
,3308131,,中貿,,10F-專線,,7V603,,,"33153
Pers(48)"
,,,,,,,7V604,,,
,3385880,,中貿,,10F-專線,,7V605,,,"33322
Pers(52)"
,3356434,,中貿,,10F-專線,,7V606,,,"33217
Pers(55)"
,3356416,,中貿,,10F-專線,,7V607,,,"33613
Pers(53)"
,5365610,,中貿,,10F-專線,,7V608,,,"33127
Pers(54)"
,,,,,,,7V701,,,
,,,,,,,7V702,,,
,,,,,,,7V703,,,
,,,,,,,7V704,,,
,,,,,,,7V705,,,
,,,,,,,7V706,,,
,,,,,,,7V707,,,
,,,,,,,7V708,,,
,5366590,,新能,,,,7V801,,,代表號
,5367646,,新能,,,,7V802,,,子代表號
,,,,,,,7V803,,,
,,,,,,,7V804,,,
,,,,,,,7V805,,,
,,,,,,,7V806,,,
,,,,,,,7V807,,,
,,,,,,,7V808,,,
,,,,,,,8V401,,,
